customer_id,first_name,last_name,email,country,city,segment,acquisition_channel,registration_date
62,Quentin,Morel,quentin.morel62@yahoo.fr,France,Orléans,new,direct,2019-12-02
63,Julien,Lambert,julien.lambert63@orange.fr,France,Strasbourg,returning,marketplace,2019-06-14
64,Rémi,Rezki,remi.rezki64@hotmail.fr,France,Paris,new,email,2024-04-23
65,Hugo,Mercier,hugo.mercier65@orange.fr,France,Perpignan,new,organic_search,2020-04-14
66,Alexis,Durand,alexis.durand66@gmail.com,Luxembourg,Reims,returning,direct,2023-03-18
67,Olivier,Gauthier,olivier.gauthier67@free.fr,France,Perpignan,new,email,2022-05-20
68,Mathieu,Benali,mathieu.benali68@hotmail.fr,France,Reims,new,organic_search,2023-10-21
69,Maëlle,Dupont,maelle.dupont69@yahoo.fr,France,Paris,returning,paid_search,2020-03-08
70,Florence,Roussel,florence.roussel70@hotmail.fr,France,Bordeaux,returning,marketplace,2022-01-11
71,Aurélie,Mercier,aurelie.mercier71@free.fr,France,Toulon,returning,referral,2022-08-13
72,Antoine,Morel,antoine.morel72@gmail.com,France,Saint-Étienne,new,social_media,2023-04-02
73,Florian,Michel,florian.michel73@gmail.com,France,Le Havre,returning,email,2022-10-26
74,Gabriel,François,gabriel.francois74@orange.fr,France,Paris,new,social_media,2021-09-15
75,Maxime,Henry,maxime.henry75@gmail.com,France,Le Havre,new,paid_search,2019-03-12
76,Fatima,David,fatima.david76@gmail.com,France,Nice,new,in_store,2024-12-14
77,Jade,Dupont,jade.dupont77@gmail.com,France,Grenoble,new,direct,2021-10-26
78,Kevin,Dubois,kevin.dubois78@gmail.com,France,Metz,returning,direct,2021-01-28
79,Gabriel,Mathieu,gabriel.mathieu79@laposte.net,France,Reims,new,referral,2022-03-05
80,Adam,Roux,adam.roux80@gmail.com,France,Grenoble,new,organic_search,2024-12-27
81,Julien,François,julien.francois81@gmail.com,France,Nice,new,organic_search,2024-07-03
82,Arthur,Blanc,arthur.blanc82@gmail.com,France,Le Havre,new,referral,2019-07-30
83,Sébastien,Boudjema,sebastien.boudjema83@gmail.com,France,Marseille,new,direct,2019-08-08
84,Raphaël,Richard,raphael.richard84@orange.fr,France,Strasbourg,returning,paid_search,2021-07-13
85,Stéphanie,Girard,stephanie.girard85@hotmail.fr,France,Besançon,new,direct,2019-09-04
86,Lucas,Robin,lucas.robin86@gmail.com,France,Nantes,new,organic_search,2021-09-09
87,Jean,Lefevre,jean.lefevre87@gmail.com,France,Saint-Étienne,new,direct,2019-05-14
88,Amira,Mercier,amira.mercier88@yahoo.fr,France,Marseille,VIP,social_media,2021-03-21
89,Maëlle,Laurent,maelle.laurent89@orange.fr,France,Montpellier,new,email,2020-11-10
90,Lucie,Fournier,lucie.fournier90@sfr.fr,France,Saint-Étienne,returning,social_media,2023-07-07
91,Sarah,Andre,sarah.andre91@hotmail.fr,France,Marseille,returning,organic_search,2022-08-13
92,Nathan,Nicolas,nathan.nicolas92@laposte.net,France,Caen,returning,direct,2019-03-26
93,Léo,Legrand,leo.legrand93@hotmail.fr,France,Lyon,new,marketplace,2024-10-26
94,Benoît,Gauthier,benoit.gauthier94@yahoo.fr,France,Toulon,new,social_media,2020-01-09
95,Florian,Morin,florian.morin95@gmail.com,France,Toulouse,new,marketplace,2024-07-22
96,Jade,Thomas,jade.thomas96@laposte.net,France,Saint-Étienne,new,social_media,2020-04-19
97,Camille,Boudjema,camille.boudjema97@gmail.com,France,Paris,new,social_media,2023-08-20
98,Margot,Masson,margot.masson98@gmail.com,France,Le Havre,returning,organic_search,2021-04-13
99,Arthur,Andre,arthur.andre99@hotmail.fr,France,Perpignan,new,paid_search,2021-09-07
100,Pierre,François,pierre.francois100@yahoo.fr,France,Toulon,VIP,organic_search,2020-04-09
101,Patrick,Guerin,patrick.guerin101@orange.fr,France,Perpignan,returning,in_store,2023-08-29
102,Romain,Mercier,romain.mercier102@orange.fr,France,Angers,new,organic_search,2024-09-12
103,Alexandre,Morel,alexandre.morel103@gmail.com,France,Orléans,new,organic_search,2024-09-10
104,Mathilde,Girard,mathilde.girard104@free.fr,France,Caen,VIP,social_media,2024-06-28
105,Aurélie,Lambert,aurelie.lambert105@sfr.fr,France,Rennes,new,referral,2024-02-09
106,Amira,David,amira.david106@gmail.com,France,Reims,returning,direct,2023-08-10
107,Nadia,Meziane,nadia.meziane107@yahoo.fr,France,Rouen,returning,organic_search,2020-09-15
108,Laura,Gauthier,laura.gauthier108@gmail.com,France,Rennes,returning,marketplace,2023-12-09
109,Pierre,Mathieu,pierre.mathieu109@gmail.com,France,Bordeaux,returning,direct,2020-09-24
110,Clément,Dupont,clement.dupont110@free.fr,France,Brest,returning,referral,2022-09-07
111,Quentin,Bonnet,quentin.bonnet111@hotmail.fr,France,Clermont-Ferrand,returning,paid_search,2019-05-28
112,Yasmine,Fournier,yasmine.fournier112@orange.fr,France,Strasbourg,new,direct,2020-02-08
113,Stéphane,Andre,stephane.andre113@gmail.com,France,Lille,VIP,organic_search,2019-07-08
114,Karim,Fontaine,karim.fontaine114@gmail.com,France,Toulon,new,organic_search,2021-01-07
115,Quentin,Perrin,quentin.perrin115@gmail.com,France,Amiens,VIP,email,2020-08-09
116,Florence,Bertrand,florence.bertrand116@gmail.com,Monaco,Amiens,VIP,marketplace,2020-10-09
117,Anaïs,Girard,anais.girard117@free.fr,France,Clermont-Ferrand,returning,organic_search,2024-02-15
118,Marie,Hamid,marie.hamid118@yahoo.fr,France,Le Havre,new,in_store,2023-01-10
119,Adam,Bernard,adam.bernard119@free.fr,France,Caen,new,direct,2019-07-20
120,Arthur,Marchand,arthur.marchand120@hotmail.fr,France,Tours,returning,email,2021-06-16
121,Eva,Masson,eva.masson121@hotmail.fr,France,Metz,returning,marketplace,2020-07-14
122,Maëlle,Thomas,maelle.thomas122@orange.fr,France,Nice,new,organic_search,2023-02-03
123,Adam,Bonnet,adam.bonnet123@yahoo.fr,France,Metz,new,marketplace,2023-02-07
124,Cédric,Bertrand,cedric.bertrand124@orange.fr,France,Caen,VIP,paid_search,2022-04-23
125,Sébastien,Mercier,sebastien.mercier125@sfr.fr,France,Marseille,VIP,direct,2023-06-16
126,Mehdi,Richard,mehdi.richard126@yahoo.fr,France,Tours,new,direct,2020-05-21
127,Eva,Bertrand,eva.bertrand127@gmail.com,France,Reims,returning,paid_search,2023-03-02
128,Philippe,Perrin,philippe.perrin128@hotmail.fr,France,Angers,returning,social_media,2019-09-16
129,Amira,Girard,amira.girard129@gmail.com,France,Clermont-Ferrand,new,social_media,2019-06-02
130,Stéphane,David,stephane.david130@hotmail.fr,France,Angers,new,direct,2023-09-13
131,Céline,Clement,celine.clement131@gmail.com,France,Toulouse,returning,paid_search,2022-02-19
132,Stéphanie,Andre,stephanie.andre132@yahoo.fr,France,Strasbourg,new,in_store,2023-02-13
133,Karim,Petit,karim.petit133@gmail.com,France,Rouen,VIP,organic_search,2024-02-06
134,Océane,Garcia,oceane.garcia134@orange.fr,France,Paris,new,organic_search,2020-05-30
135,Jade,Leroy,jade.leroy135@orange.fr,France,Reims,returning,direct,2022-09-07
136,Pauline,Martin,pauline.martin136@yahoo.fr,France,Montpellier,new,direct,2020-06-16
137,Sébastien,Morin,sebastien.morin137@hotmail.fr,Belgique,Besançon,new,organic_search,2021-09-01
138,Clément,Petit,clement.petit138@yahoo.fr,France,Bordeaux,new,direct,2019-09-18
139,Camille,Gauthier,camille.gauthier139@orange.fr,France,Toulouse,new,marketplace,2019-06-27
140,Amélie,Garnier,amelie.garnier140@laposte.net,France,Nice,VIP,referral,2019-09-07
141,Sandrine,Nicolas,sandrine.nicolas141@free.fr,France,Toulouse,VIP,paid_search,2019-10-29
142,Éric,Robert,eric.robert142@gmail.com,France,Bordeaux,returning,email,2022-08-24
143,Adam,Mercier,adam.mercier143@free.fr,France,Dijon,new,email,2020-04-13
144,Jade,Mathieu,jade.mathieu144@yahoo.fr,France,Besançon,new,referral,2021-07-24
145,Isabelle,Lefevre,isabelle.lefevre145@gmail.com,France,Metz,new,organic_search,2021-11-10
146,Emilie,Robert,emilie.robert146@orange.fr,France,Marseille,new,paid_search,2020-01-31
147,David,François,david.francois147@hotmail.fr,France,Lyon,returning,social_media,2022-09-12
148,Laure,Masson,laure.masson148@hotmail.fr,France,Toulon,returning,paid_search,2022-03-24
149,Alice,Boyer,alice.boyer149@gmail.com,France,Nantes,new,email,2020-03-19
150,Sébastien,Masson,sebastien.masson150@hotmail.fr,France,Montpellier,returning,email,2019-04-18
151,Fatima,Morel,fatima.morel151@sfr.fr,France,Paris,returning,paid_search,2022-06-19
152,Benoît,Laurent,benoit.laurent152@gmail.com,France,Reims,new,social_media,2019-05-06
153,Quentin,Lefevre,quentin.lefevre153@orange.fr,France,Saint-Étienne,new,email,2022-08-21
154,François,Petit,francois.petit154@gmail.com,France,Bordeaux,returning,email,2019-12-01
155,Claire,Garcia,claire.garcia155@gmail.com,France,Saint-Étienne,new,social_media,2024-09-29
156,Arthur,Nicolas,arthur.nicolas156@gmail.com,France,Amiens,new,paid_search,2022-06-17
157,Pauline,Petit,pauline.petit157@orange.fr,France,Paris,VIP,paid_search,2020-07-16
158,Mathieu,Martin,mathieu.martin158@yahoo.fr,France,Le Havre,new,paid_search,2023-04-07
159,Manon,Rezki,manon.rezki159@yahoo.fr,France,Amiens,new,social_media,2019-06-23
160,Olivier,Bonnet,olivier.bonnet160@gmail.com,France,Reims,new,social_media,2023-09-07
161,Florian,Simon,florian.simon161@gmail.com,France,Tours,new,referral,2023-01-22
162,Romain,Faure,romain.faure162@orange.fr,France,Reims,new,paid_search,2022-06-24
163,Cédric,Robert,cedric.robert163@free.fr,France,Dijon,new,paid_search,2021-03-05
164,Axelle,Boudjema,axelle.boudjema164@gmail.com,France,Clermont-Ferrand,new,organic_search,2020-08-22
165,Patrick,Masson,patrick.masson165@yahoo.fr,France,Orléans,new,email,2024-07-16
166,Charlotte,Andre,charlotte.andre166@free.fr,France,Amiens,returning,email,2022-08-16
167,Patrick,Andre,patrick.andre167@hotmail.fr,France,Marseille,returning,paid_search,2022-01-30
168,Olivier,Girard,olivier.girard168@gmail.com,France,Saint-Étienne,new,referral,2022-03-21
169,Antoine,Perrin,antoine.perrin169@yahoo.fr,France,Brest,new,direct,2019-06-18
170,Justine,Lefebvre,justine.lefebvre170@yahoo.fr,France,Rennes,new,direct,2019-09-11
171,Mohamed,Roussel,mohamed.roussel171@hotmail.fr,France,Marseille,new,in_store,2021-10-11
172,Léa,Garnier,lea.garnier172@gmail.com,France,Brest,new,direct,2022-03-04
173,Eva,Garcia,eva.garcia173@gmail.com,France,Lyon,returning,email,2019-09-27
174,Marie,Fournier,marie.fournier174@gmail.com,France,Montpellier,returning,email,2020-09-07
175,Éric,Lambert,eric.lambert175@gmail.com,France,Nice,returning,direct,2023-05-25
176,François,Girard,francois.girard176@hotmail.fr,France,Angers,returning,referral,2020-06-07
177,Elise,Nicolas,elise.nicolas177@gmail.com,France,Dijon,returning,paid_search,2024-09-13
178,Benoît,Leroy,benoit.leroy178@laposte.net,France,Rennes,new,organic_search,2021-07-16
179,Adam,Hamid,adam.hamid179@gmail.com,France,Tours,returning,paid_search,2024-11-26
180,Margot,Moreau,margot.moreau180@orange.fr,France,Brest,new,organic_search,2020-11-09
181,Mehdi,Nicolas,mehdi.nicolas181@orange.fr,France,Metz,new,direct,2022-03-13
182,Nathan,Chevalier,nathan.chevalier182@free.fr,France,Strasbourg,returning,organic_search,2024-04-05
183,Eva,Legrand,eva.legrand183@yahoo.fr,France,Saint-Étienne,new,social_media,2023-04-14
184,Marc,Boudjema,marc.boudjema184@gmail.com,France,Nantes,new,social_media,2021-10-21
185,Adrien,François,adrien.francois185@gmail.com,France,Toulouse,new,direct,2020-05-25
186,Léo,Andre,leo.andre186@orange.fr,France,Dijon,new,referral,2021-06-28
187,Philippe,Lefevre,philippe.lefevre187@laposte.net,France,Lyon,new,paid_search,2023-05-01
188,Philippe,Bonnet,philippe.bonnet188@gmail.com,France,Toulouse,returning,paid_search,2020-08-21
189,Emilie,Henry,emilie.henry189@hotmail.fr,France,Caen,returning,marketplace,2024-01-12
190,Michel,Bertrand,michel.bertrand190@yahoo.fr,France,Nantes,new,direct,2024-12-01
191,Maxime,Girard,maxime.girard191@gmail.com,Monaco,Toulouse,returning,referral,2024-02-16
192,Sarah,Garcia,sarah.garcia192@yahoo.fr,Suisse,Angers,returning,email,2022-04-08
193,Maxime,Legrand,maxime.legrand193@laposte.net,France,Toulon,returning,organic_search,2024-11-14
194,Léa,Chevalier,lea.chevalier194@gmail.com,France,Dijon,new,social_media,2019-03-25
195,Océane,Rousseau,oceane.rousseau195@gmail.com,France,Grenoble,new,direct,2019-10-04
196,Zoé,Durand,zoe.durand196@gmail.com,France,Orléans,returning,social_media,2020-06-30
197,Maëlle,Michel,maelle.michel197@hotmail.fr,France,Caen,new,direct,2024-05-14
198,Alexandre,Roussel,alexandre.roussel198@gmail.com,France,Orléans,new,organic_search,2021-04-05
199,Christophe,Bonnet,christophe.bonnet199@gmail.com,France,Nice,VIP,direct,2024-04-23
200,Xavier,Fournier,xavier.fournier200@gmail.com,France,Grenoble,new,direct,2022-09-21
201,Valérie,Vincent,valerie.vincent201@laposte.net,France,Metz,VIP,social_media,2022-10-20
202,Sarah,Fontaine,sarah.fontaine202@gmail.com,France,Tours,returning,email,2023-10-05
203,Benoît,Chevalier,benoit.chevalier203@gmail.com,France,Nice,new,email,2022-04-25
204,Sandrine,Simon,sandrine.simon204@hotmail.fr,France,Perpignan,new,social_media,2022-12-15
205,Océane,Benali,oceane.benali205@yahoo.fr,France,Lyon,returning,direct,2023-01-28
206,Marc,Bernard,marc.bernard206@gmail.com,France,Bordeaux,returning,organic_search,2023-11-30
207,Maëlle,Fontaine,maelle.fontaine207@hotmail.fr,France,Grenoble,returning,marketplace,2020-09-20
208,Adrien,Andre,adrien.andre208@gmail.com,France,Orléans,new,email,2023-02-12
209,Romain,Dubois,romain.dubois209@free.fr,France,Paris,new,organic_search,2023-05-05
210,Clément,Roussel,clement.roussel210@gmail.com,France,Saint-Étienne,returning,organic_search,2024-07-04
211,Olivier,Andre,olivier.andre211@orange.fr,France,Lille,new,in_store,2019-12-26
212,Kevin,Morin,kevin.morin212@free.fr,France,Grenoble,new,referral,2022-04-04
213,Soraya,Roussel,soraya.roussel213@gmail.com,France,Perpignan,returning,in_store,2024-09-14
214,Guillaume,David,guillaume.david214@yahoo.fr,France,Tours,new,in_store,2023-02-20
215,David,Perrin,david.perrin215@yahoo.fr,France,Marseille,new,direct,2024-05-14
216,Alice,Robert,alice.robert216@yahoo.fr,France,Bordeaux,returning,social_media,2024-01-18
217,David,Rezki,david.rezki217@yahoo.fr,France,Orléans,returning,marketplace,2020-06-12
218,Thomas,Rezki,thomas.rezki218@gmail.com,France,Toulouse,new,direct,2020-10-25
219,Youssef,Garnier,youssef.garnier219@gmail.com,France,Nice,new,paid_search,2022-01-29
220,Chloé,Richard,chloe.richard220@gmail.com,France,Dijon,returning,email,2020-09-23
221,Marine,Dupont,marine.dupont221@gmail.com,France,Caen,new,marketplace,2019-04-27
222,Alice,Bertrand,alice.bertrand222@yahoo.fr,France,Clermont-Ferrand,returning,email,2019-05-05
223,Adam,Clement,adam.clement223@gmail.com,France,Nice,returning,organic_search,2023-07-22
224,Thomas,Simon,thomas.simon224@hotmail.fr,France,Saint-Étienne,new,paid_search,2022-10-25
225,Soraya,Bonnet,soraya.bonnet225@gmail.com,France,Metz,new,paid_search,2023-06-22
226,Manon,Durand,manon.durand226@gmail.com,France,Rennes,new,organic_search,2024-01-16
227,Adam,Rousseau,adam.rousseau227@orange.fr,France,Besançon,new,marketplace,2020-10-16
228,Mathilde,Bonnet,mathilde.bonnet228@yahoo.fr,France,Nantes,new,referral,2024-10-09
229,Sarah,Bernard,sarah.bernard229@gmail.com,France,Marseille,new,paid_search,2021-09-13
230,Julien,Fournier,julien.fournier230@gmail.com,France,Le Havre,returning,organic_search,2024-04-11
231,Laurent,Faure,laurent.faure231@gmail.com,France,Bordeaux,returning,social_media,2023-07-10
232,Lucie,François,lucie.francois232@yahoo.fr,France,Nantes,new,direct,2023-05-02
233,Gabriel,Boudjema,gabriel.boudjema233@gmail.com,France,Brest,new,direct,2020-02-01
234,Mohamed,François,mohamed.francois234@yahoo.fr,France,Grenoble,new,organic_search,2024-09-16
235,Nicolas,Moreau,nicolas.moreau235@gmail.com,France,Perpignan,new,referral,2024-02-15
236,Guillaume,Bonnet,guillaume.bonnet236@hotmail.fr,France,Brest,new,social_media,2022-05-10
237,Camille,Chevalier,camille.chevalier237@gmail.com,France,Le Havre,new,direct,2019-03-10
238,Céline,Gauthier,celine.gauthier238@hotmail.fr,France,Nice,returning,paid_search,2019-04-20
239,Justine,Benali,justine.benali239@hotmail.fr,France,Orléans,new,organic_search,2019-07-30
240,Zoé,Mathieu,zoe.mathieu240@gmail.com,France,Brest,new,marketplace,2021-09-19
241,Sébastien,Lefebvre,sebastien.lefebvre241@hotmail.fr,France,Paris,new,social_media,2023-08-19
242,Amandine,Blanc,amandine.blanc242@yahoo.fr,France,Besançon,returning,email,2020-07-19
243,Amélie,Blanc,amelie.blanc243@free.fr,France,Dijon,VIP,paid_search,2024-02-26
244,Karim,Nicolas,karim.nicolas244@hotmail.fr,France,Orléans,returning,organic_search,2021-12-18
245,Romain,Morel,romain.morel245@orange.fr,France,Angers,VIP,direct,2022-05-04
246,Fatima,Roussel,fatima.roussel246@gmail.com,France,Le Havre,new,email,2022-01-25
247,Inès,Rousseau,ines.rousseau247@gmail.com,France,Rouen,VIP,paid_search,2020-08-22
248,Soraya,Richard,soraya.richard248@gmail.com,France,Grenoble,returning,referral,2024-05-16
249,Léo,François,leo.francois249@gmail.com,France,Perpignan,new,email,2021-09-07
250,Léa,Roux,lea.roux250@hotmail.fr,France,Clermont-Ferrand,new,organic_search,2022-09-14
251,Guillaume,Martin,guillaume.martin251@yahoo.fr,France,Angers,new,organic_search,2024-05-02
252,Arthur,Bonnet,arthur.bonnet252@hotmail.fr,France,Nice,VIP,paid_search,2020-01-02
253,Elise,Mathieu,elise.mathieu253@yahoo.fr,France,Besançon,VIP,referral,2020-12-18
254,Nicolas,Rezki,nicolas.rezki254@free.fr,France,Rouen,new,organic_search,2022-03-31
255,Lucie,Garcia,lucie.garcia255@laposte.net,France,Toulouse,new,social_media,2024-02-05
256,Sarah,Moreau,sarah.moreau256@gmail.com,France,Besançon,new,direct,2020-04-06
257,Maëlle,Bertrand,maelle.bertrand257@yahoo.fr,France,Perpignan,returning,direct,2022-04-23
258,Frédéric,Perrin,frederic.perrin258@yahoo.fr,France,Besançon,new,organic_search,2023-10-18
259,Laure,Durand,laure.durand259@gmail.com,France,Lille,new,paid_search,2021-10-13
260,Christine,Masson,christine.masson260@gmail.com,France,Montpellier,new,paid_search,2019-02-16
261,Maxime,Petit,maxime.petit261@hotmail.fr,France,Amiens,new,marketplace,2023-07-19
262,Nadia,Marchand,nadia.marchand262@gmail.com,France,Nice,returning,paid_search,2022-04-23
263,Guillaume,Blanc,guillaume.blanc263@yahoo.fr,France,Bordeaux,VIP,social_media,2023-03-11
264,Emilie,Masson,emilie.masson264@hotmail.fr,France,Angers,returning,email,2021-10-10
265,François,Garnier,francois.garnier265@gmail.com,France,Saint-Étienne,new,social_media,2020-04-04
266,Laura,Lefebvre,laura.lefebvre266@yahoo.fr,France,Reims,new,direct,2024-11-01
267,Soraya,Gauthier,soraya.gauthier267@yahoo.fr,France,Le Havre,new,social_media,2019-08-16
268,Florence,Legrand,florence.legrand268@orange.fr,France,Lyon,returning,paid_search,2022-06-16
269,Jean,Gautier,jean.gautier269@hotmail.fr,France,Nantes,new,social_media,2022-11-12
270,Thomas,Robert,thomas.robert270@orange.fr,Monaco,Le Havre,new,in_store,2020-07-08
271,Maëlle,Lefevre,maelle.lefevre271@gmail.com,France,Grenoble,new,direct,2023-03-27
272,Amélie,Chevalier,amelie.chevalier272@laposte.net,France,Bordeaux,new,paid_search,2021-01-01
273,David,Mathieu,david.mathieu273@yahoo.fr,France,Strasbourg,returning,direct,2022-05-07
274,Sandrine,Chevalier,sandrine.chevalier274@gmail.com,France,Rouen,new,organic_search,2022-11-18
275,Mathilde,Masson,mathilde.masson275@gmail.com,Monaco,Toulouse,returning,organic_search,2019-03-06
276,Pauline,Thomas,pauline.thomas276@gmail.com,France,Saint-Étienne,returning,organic_search,2019-07-19
277,Stéphanie,Roux,stephanie.roux277@gmail.com,France,Angers,returning,in_store,2019-08-20
278,Nathan,Boudjema,nathan.boudjema278@gmail.com,France,Metz,returning,referral,2022-08-06
279,Amélie,Garnier,amelie.garnier279@hotmail.fr,France,Strasbourg,new,social_media,2020-12-18
280,Sarah,Petit,sarah.petit280@gmail.com,France,Grenoble,returning,social_media,2024-11-18
281,Patrick,Girard,patrick.girard281@free.fr,France,Rouen,new,paid_search,2021-09-14
282,Nadia,Laurent,nadia.laurent282@sfr.fr,France,Tours,new,email,2023-08-18
283,Guillaume,Rousseau,guillaume.rousseau283@sfr.fr,France,Strasbourg,new,referral,2019-11-20
284,Antoine,Chevalier,antoine.chevalier284@hotmail.fr,France,Metz,new,email,2023-03-25
285,Olivier,Lefebvre,olivier.lefebvre285@yahoo.fr,France,Tours,returning,referral,2021-06-07
286,Baptiste,Girard,baptiste.girard286@orange.fr,France,Paris,new,direct,2020-04-25
287,Romain,Henry,romain.henry287@yahoo.fr,France,Brest,new,direct,2021-09-07
288,Quentin,Mercier,quentin.mercier288@yahoo.fr,France,Angers,new,social_media,2023-01-13
289,Stéphane,Meziane,stephane.meziane289@gmail.com,France,Metz,returning,social_media,2021-04-12
290,Lucie,Roux,lucie.roux290@gmail.com,France,Metz,new,organic_search,2023-09-07
291,Nathan,Rousseau,nathan.rousseau291@gmail.com,France,Reims,new,referral,2022-10-14
292,Mathilde,Clement,mathilde.clement292@gmail.com,France,Metz,new,direct,2022-12-13
